author,comments,name,press,price,rank
田秉锷,44110条评论,毛泽东诗词鉴赏(手迹出处权威，可以作为语言表达之外具象化的补充,上海三联书店,¥17.50,330.
郑渊洁,30839条评论,舒克贝塔传（全10册）,浙江少年儿童出版社,¥100.00,331.
华杉,77572条评论,华杉讲透《孙子兵法》（独家精装珍藏版）,江苏文艺出版社,¥24.90,332.
巴金,3510条评论,家（“教育部统编《语文》推荐阅读丛书”）,人民文学出版社,¥37.20,305.
余华,316103条评论,第七天（2018版）,新星出版社,¥29.60,306.
大冰,693342条评论,我不（大冰作品。十个月狂销200万册，不容错过的奇书！）,湖南文艺出版社,¥21.50,307.
林海音,129492条评论,城南旧事（新课标，“华语文坛祖母”林海音怀念童年的自传体短篇,安徽教育出版社,¥14.80,308.
申惠恩,68538条评论,你好！数学套装珍藏版（套装30本）,湖北少儿出版社,¥120.00,309.
尼·奥斯特洛夫斯基,8500条评论,钢铁是怎样炼成的（未删节全译本）,江苏文艺出版社,¥23.30,310.
威廉西尔斯,140063条评论,西尔斯亲密育儿百科（最新修订版）,南海出版公司,¥44.80,311.
罗尔德·达尔,191014条评论,罗尔德·达尔作品典藏 查理和巧克力工厂,明天出版社,¥16.13,387.
岸見一郎,52723条评论,被讨厌的勇气：“自我启发之父”阿德勒的哲学课,机械工业出版社,¥29.00,388.
张皓宸,201431条评论,后来时间都与你有关（韩寒 何炅 谢娜 吴昕 戚薇 阚清子等明星推荐,天津人民出版社,¥19.90,389.
特蕾西·霍格,71176条评论,实用程序育儿法(新版),北京联合出版公司,¥26.40,390.
菲茨杰拉德,44364条评论,了不起的盖茨比（新版未删节！2018当当《了不起的盖茨比》销量桂,浙江文艺出版社,¥26.00,422.
屈浩,30309条评论,本味家常菜 : 凉拌、小炒、汤煲3688例,青岛出版社,¥13.80,423.
泰勒,40055条评论,斯坦福极简经济学（当当全国独家精装升级版）,湖南人民出版社,¥24.00,424.
大冰,367753条评论,乖，摸摸头（大冰作品！畅销350万册）,湖南文艺出版社,¥18.00,425.
吕思勉,44012条评论,中国通史,群言出版社,¥22.50,426.
毛姆,80344条评论,月亮与六便士（2019彩插新版，赠英文原版，“一本好书” 推荐。畅, 江苏凤凰文艺出版社,¥24.90,427.
洪应明,38189条评论,菜根谭—中华经典藏书,吉林美术出版社,¥19.00,428.
中国国家博物馆,44570条评论,中国国家博物馆儿童历史百科绘本（5册）,人民邮电出版社,¥120.00,238.
林汉达,228352条评论,林汉达中国历史故事集（珍藏版）,中国少年儿童出版社,¥29.50,239.
古斯塔夫·施瓦布,45541条评论,希腊神话故事（新课标，奥林匹斯诸神与英雄们的神话传奇，了解西,浙江工商大学出版社,¥18.20,240.
钱锺书,7900条评论,围城（“教育部统编《语文》推荐阅读丛书”）,人民文学出版社,¥29.50,279.
司马迁,147175条评论,史记（精装新版，全三册）,岳麓书社,¥64.00,402.
金伯莉·布雷恩,93463条评论,你就是孩子最好的玩具,南方出版社,¥14.90,403.
Highlights杂志社,228168条评论,美国经典专注力培养大书 （全8册）,湖南少年儿童出版社,¥80.00,404.
邱锦伶,26621条评论,孙俪推荐：瘦孕（增订升级版，新增40%的新鲜内容）,湖南科技出版社,¥27.50,405.
余华,44945条评论,在细雨中呼喊（新版）,作家出版社,¥16.50,369.
玛莉,148160条评论,小兔汤姆旅行版（全26册）,海燕出版社,¥63.00,370.
真果果,242907条评论,宝宝学说话系列 第1辑  语言启蒙（全5册）,中国人口出版社,¥22.50,371.
米切尔·恩德,135813条评论,永远讲不完的故事(新译本),２１世纪出版社,¥22.50,351.
果麦,308368条评论,给孩子读诗（畅销100万册纪念，全新升级AR版，扫码免费收听。闫妮,浙江文艺出版社,¥34.00,352.
威廉·西尔斯,113980条评论,西尔斯怀孕百科（全新升级版）,南海出版公司,¥30.70,353.
斯科特·派克,227587条评论,少有人走的路：心智成熟的旅程 （白金升级版）,中华工商联合出版社,¥24.60,354.
柏拉图,122560条评论,理想国,中国华侨出版社,¥17.50,355.
艾克拜尔,163729条评论,阿凡提经典故事系列丛书（全4册）,新疆青少年出版社,¥33.00,356.
刘慈欣,24365条评论,刘慈欣少年科幻科学小说系列（全五册）,广西师范大学出版社,¥55.00,357.
李泽厚,143398条评论,美的历程（李泽厚代表名作）,生活.读书.新知三联书店,¥30.80,298.
路遥,124351条评论,平凡的世界：普及本,北京十月文艺出版社,¥29.90,299.
朱光潜,28632条评论,给青年的十二封信（中学生定制版）部编教材八年级下推荐阅读书系,长江文艺出版社,¥20.20,300.
安野光雅,61443条评论,安野光雅“美丽的数学”系列 （共5册）,九州出版社,¥44.00,333.
成语大词典,131232条评论,成语大词典（彩色本）最新修订版 60000多名读者热评！团购电话40,商务印书馆国际有限公司,¥64.90,312.
安妮·默勒,162221条评论,一粒种子的旅行,南海出版公司,¥26.30,313.
J.K.罗琳,165413条评论,哈利·波特（套装1-7册）《语文》教材推荐阅读书目，外国儿童文学,人民文学出版社,¥285.90,314.
东野圭吾,103430条评论,新参者（2016版）,南海出版公司,¥19.75,315.
歪歪兔关键期早教项目组,165094条评论,不用说，孩子就会听——歪歪兔逆反期教育系列图画书（全8册）,海豚出版社,¥37.50,316.
希利尔,167055条评论,希利尔讲世界史、世界地理、艺术史 套装,贵州教育出版社,¥68.20,317.
陈磊,491864条评论,半小时漫画中国史2（《半小时漫画中国史》系列第2部，其实是一本,海南出版社,¥19.90,318.
汤木,359531条评论,将来的你，一定会感谢现在拼命的自己,天津人民出版社,¥16.00,441.
林海音,65389条评论,城南旧事：一部触动千万读者灵魂的童年离骚,江苏人民出版社,¥14.00,391.
保罗,60517条评论,答案之书(我的人生解答书),百花洲文艺出版社,¥19.00,392.
加古里子,64802条评论,乌鸦面包店（全5册）,新星出版社,¥39.70,393.
毛姆,199346条评论,译文经典精装系列·月亮和六便士(看“一本好书”，在当当享阅读之,上海译文出版社,¥18.00,394.
西格蒙德·弗洛伊德,245677条评论,梦的解析（软精装珍藏本）,国际文化出版公司,¥18.00,429.
约翰C.马克斯维尔,108487条评论,"领导力21法则:追随这些法则,人们就会追随你(团购电话4001066666转",文汇出版社,¥22.50,430.
彼得·渥雷本,4927条评论,森林的奇妙旅行,北京联合出版有限公司,¥30.00,431.
剑圣喵大师,85289条评论,掌控情绪，从来都不靠忍（别让情绪掌控你的人生）,长江文艺出版社,¥27.20,432.
吴楚材,135798条评论,古文观止（上下）,浙江教育出版社,¥24.40,433.
赵国庆,103743条评论,小学思维训练：思维导图,北京师范大学出版社,¥23.70,434.
慈怀读书会,109812条评论,把生活过成你想要的样子,北京联合出版公司,¥16.40,435.
李诞,79060条评论,笑场（2017精装版）,湖南文艺出版社,¥18.00,280.
萧红,163883条评论,呼兰河传（《呼兰河传》和《生死场》的合编本）,北京联合出版公司,¥12.30,406.
郑渊洁,37338条评论,皮皮鲁和鲁西西流星系列（包含驯兔记等共9册）,浙江少年儿童出版社,¥77.00,407.
彼得,84918条评论,穷查理宝典：查理·芒格智慧箴言录（增订本）,中信出版社,¥101.20,408.
中央党校采访实录编辑室,83639条评论,习近平的七年知青岁月              100册以上团购请联系电话010,中共中央党校出版社,¥49.90,372.
马东,202426条评论,好好说话：新鲜有趣的话术精进技巧（团购，请致电010-57993380）,中信出版社,¥28.50,373.
余华,19730条评论,河边的错误 （《活着》余华畅销30年ZUI佳中篇小说集）,时代文艺出版社,¥21.00,374.
横沟百,8742条评论,窝在角落好安心系列（全三册套装）,接力出版社,¥55.80,375.
梅子涵,5918条评论,会说话的汉字（全3册，当当独家配备《亲子阅读指导手册》）,青岛出版社,¥74.00,376.
李劲,67310条评论,别输在不会表达上,古吴轩出版社,¥16.80,377.
奥斯丁,40161条评论,傲慢与偏见 世界名著典藏,中央编译出版社,¥10.00,358.
马西米利亚诺,145214条评论,那不勒斯的萤火（被誉为欧美文坛近十年来的“灯塔”巨作，跟《追,百花洲文艺出版社,¥21.00,359.
台湾牛顿出版股份有限公司,34641条评论,小牛顿科学馆：全新升级版 （科学蓝，30册礼品装）,接力出版社,¥300.00,360.
木心,138994条评论,文学回忆录（木心留给世界的礼物，陈丹青五年听课笔录）,广西师范大学出版社,¥58.80,319.
李宗吾,28947条评论,厚黑学（全集典藏版）,中国友谊出版公司,¥34.00,320.
菲比·吉尔曼,286583条评论,信谊世界精选图画书·爷爷一定有办法,明天出版社,¥33.63,334.
埃里克·马瑟斯,63925条评论,Python编程 从入门到实践,人民邮电出版社,¥62.00,335.
克里斯蒂娜·沃特克,17979条评论,OKR工作法：谷歌、领英等公司的高绩效秘籍（团购，请致电010-579,中信出版社,¥25.80,336.
陈磊,492167条评论,半小时漫画中国史（修订版）（其实是一本严谨的极简中国史。团购,江苏文艺出版社,¥19.90,337.
邱丙军,10025条评论,中国人的二十四节气,化学工业出版社,¥24.90,338.
蒙曼,26529条评论,四时之诗：蒙曼品最美唐诗,浙江文艺出版社,¥24.80,339.
阿尔弗雷德·阿德勒,37791条评论,自卑与超越（也译作《超越自卑》）“生命对你来说可以意味着什么,民主与建设出版社,¥12.60,340.
马薇薇,32267条评论,好好说话2：简单有效的高情商沟通术,北京联合出版有限公司,¥27.50,395.
张立辉,129444条评论,很杂很杂的杂学知识：拿得起放不下的学问书（让百度疯狂，谷歌抽,中国画报出版社,¥17.30,396.
博多·舍费尔,97908条评论,小狗钱钱套装（全2册）,四川少儿出版社,¥60.00,397.
吴承恩,127471条评论,西游记原著版（上、下册）七年级上册必读（1-9年级必读书单）,人民文学出版社,¥26.00,398.
童笑梅,66780条评论,宝宝辅食添加每周计划,化学工业出版社,¥24.90,399.
美国尼克儿童频道,101028条评论,汪汪队立大功儿童安全救援故事书 全10册（中国儿童必备安全救援故,天地出版社,¥64.00,400.
郭德纲,24800条评论,郭论（郭德纲2018年重磅新作）,湖南文艺出版社,¥27.40,442.
埃德加·斯诺,251562条评论,红星照耀中国（青少版）人民文学出版社,人民文学出版社,¥26.00,443.
芭芭拉库尼,209654条评论,花婆婆,河北教育出版社,¥25.90,444.
老舍,20671条评论,茶馆（精装）,湖南文艺出版社,¥17.50,445.
汉竹,63884条评论,爸爸的声音  最好的胎教（汉竹）,江苏科学技术出版社,¥19.90,446.
曾旻,4082条评论,情绪的重建：如何应对生活中的情绪困扰,天地出版社,¥19.90,447.
王秀梅,134087条评论,诗经（上下册精装）（中华经典名著全本全注全译）,中华书局,¥37.20,448.
李敖,1858条评论,李敖回忆录（大师珍藏版）【当当全国独家】,台海出版社,¥29.80,449.
岩井俊雄,110193条评论,100层的房子【新版】（纵开式畅销绘本3册套装， 100层的房子+地下,北京科学技术出版社,¥58.50,450.
范志红,41040条评论,范志红详解孕产妇饮食营养全书,化学工业出版社,¥24.90,436.
乔斯夫托普森,69197条评论,我的大画本（全3册）,陕西人民教育出版社,¥43.20,437.
曾国藩,117978条评论,曾国藩家书—中华经典藏书(精装珍藏本),中国画报出版社,¥14.90,438.
尼·奥斯特洛夫斯基,2986条评论,钢铁是怎样炼成的(教育部统编《语文》推荐阅读丛书),人民文学出版社,¥27.90,439.
南派三叔,136410条评论,盗墓笔记：六周年完美纪念套装（盗墓笔记全套，全集独家附赠：《,上海文化出版社,¥147.60,440.
曾鸣,9368条评论,智能商业  曾鸣新书   马云作序推荐,中信出版社,¥43.00,409.
王小波,72307条评论,沉默的大多数（手稿珍藏版）,北京十月文艺出版社,¥22.00,410.
米切尔·恩德,106593条评论,毛毛(米切尔·恩德作品典藏),２１世纪出版社,¥15.00,378.
龙应台,137399条评论,龙应台“人生三书”全3册套装,广西师范大学出版社,¥65.30,379.
亚米契斯,113874条评论,爱的教育（新课标，夏丏尊先生流芳90年经典译本，享誉世界的儿童,安徽教育出版社,¥14.80,380.
沈从文,6549条评论,边城,北京十月文艺出版社,¥19.70,481.
金庸,68716条评论,金庸作品集(朗声旧版)金庸全集(05－08)－射雕英雄传(全四册)（1-,广州出版社,¥67.70,451.
乔安娜柯尔,1145523条评论,神奇校车大家族（全73册）,贵州人民出版社,¥414.00,452.
南朝·宋,71179条评论,世说新语（修订版） 无障碍阅读 学生版,北京教育出版社,¥17.40,453.
菅波,13707条评论,宝宝喜爱的睡前胎教故事：Honey，听，最美胎教故事,中国轻工业出版社,¥16.40,411.
尼.奥斯特洛夫斯基,73344条评论,钢铁是怎样炼成的（最新版）语文新课标必读丛书/义务教育部分,人民文学出版社,¥16.30,412.
罗贯中,94549条评论,三国演义（上 下 ）（全二册）（1-9年级必读书单）,人民文学出版社,¥24.40,413.
康恩·伊古尔登,114696条评论,男孩的冒险书（少儿绘图版，全三册）,广西科学技术出版社,¥99.00,414.
李敖,2847条评论,北京法源寺（李敖作品大师珍藏版）【当当全国独家】,台海出版社,¥19.90,415.
西汉,72413条评论,史记（新课标）,浙江教育出版社,¥16.70,416.
马歇尔·卢森堡,39172条评论,非暴力沟通[珍藏版]（当我们褪去隐蔽的精神暴力，爱将自然流露。,华夏出版社,¥33.80,417.
索尼国际教育公司,4815条评论,神奇的逻辑思维游戏书,北京日报出版社（原同心出版社）,¥22.50,418.
刘慈欣,35245条评论,时间移民（2014中国好书榜获奖图书，刘慈欣中短篇小说集）,江苏文艺出版社,¥16.00,419.
奥格,54878条评论,《世界上最伟大的推销员》（风靡当今西方世界的商业圣经  营销大,世界知识出版社,¥12.90,420.
张乐平,339523条评论,三毛流浪记（彩图注音读物）,少年儿童出版社,¥30.00,454.
度阴山,93337条评论,知行合一王阳明大全集（1+2+3+传习录，套装共4册）,北京时代华文书局,¥72.00,455.
鲁迅,143616条评论,朝花夕拾（新课标修订版）,安徽教育出版社,¥13.30,456.
李尚龙,189367条评论,你只是看起来很努力（全新修订版）,北京联合出版有限公司,¥28.40,457.
朱慧兰,99385条评论,阶梯数学·4岁 （共5册）,北京科学技术出版社,¥35.00,458.
戴尔·卡耐基,54769条评论,卡耐基人际交往心理学 : 别输在不懂人情世故上,中国国际广播出版社,¥19.90,459.
儒勒·凡尔纳,14316条评论,海底两万里 七年级下 人教版名著阅读课程化丛书 教育部统编教材推,人民教育出版社,¥37.60,460.
龙应台,260428条评论,"孩子你慢慢来：龙应台""人生三书""之一（彩插新版）",广西师范大学出版社,¥19.30,482.
David,104386条评论,DK万物运转的秘密（斩获文津奖、安万特图书奖，从生活细微处着手,电子工业出版社,¥64.00,483.
东野圭吾,305330条评论,秘密 （东野圭吾创作生涯里程碑）,南海出版公司,¥33.70,484.
大冰,348114条评论,阿弥陀佛么么哒（大冰作品！畅销300万册）,湖南文艺出版社,¥19.00,485.
鲁迅,116323条评论,阿Q正传（“精神胜利法”的悲喜剧，另收录《狂人日记》等鲁迅名篇,北京联合出版公司,¥9.00,486.
林格伦,21176条评论,林格伦作品集·美绘版——淘气包埃米尔,中国少年儿童出版社,¥12.50,487.
阿耐,31452条评论,大江大河四部曲（电视剧《大江大河》原著小说，王凯、杨烁、董子,北京联合出版有限公司,¥160.00,488.
秋叶,58272条评论,和秋叶一起学PPT 第3版：又快又好打造说服力幻灯片(别告诉我你懂,人民邮电出版社,¥49.50,489.
沈复,108581条评论,浮生六记（汪涵胡歌推荐！全新升级修订版！全译全注，无需古文基,浙江文艺出版社,¥25.50,490.
安徒生,77988条评论,安徒生童话（新课标，伴随一代代孩子们成长的童话故事，著名儿童,安徽教育出版社,¥15.20,491.
儿童英语研究小组,1510条评论,英语单词情境认知大书,青岛出版社,¥64.00,492.
科恩,166625条评论,游戏力畅销版套装（全3册）[精选套装],中信出版社,¥60.20,493.
郑渊洁,147938条评论,郑渊洁给孙女的好习惯书：十二生肖童话绘本,天津人民出版社,¥67.50,494.
刘慈欣,17099条评论,三体Ⅱ 黑暗森林（典藏版）,重庆出版社,¥25.20,495.
麦克尔·莫斯利,109048条评论,轻断食：正在横扫全球的瘦身革命,广东科技出版社,¥18.40,496.
珍妮特·温特森,39183条评论,橘子不是唯一的水果,北京联合出版有限公司,¥24.50,497.
刘永昭,65292条评论,数学绘本（全36册）,长春出版社,¥126.00,498.
HIT公司,54778条评论,托马斯和朋友宝宝睡前故事（30册）,人民邮电出版社,¥49.00,499.
北猫,106504条评论,米小圈上学记三年级（套装共4册）,四川少儿出版社,¥50.00,500.
林世仁,86256条评论,字的童话（全7册）,贵州人民出版社,¥49.00,461.
戴维·迈尔斯,84683条评论,社会心理学（第11版）,人民邮电出版社,¥82.00,462.
刘慈欣,12079条评论,三体（精装纪念版）,重庆出版社,¥167.50,463.
吴涵碧,90861条评论,吴姐姐讲历史故事(精美盒装，青少版，全15册）,新世界出版社,¥199.00,464.
弗雷德里克·巴克曼,43602条评论,清单人生（霍思燕推荐。巴克曼继《外婆的道歉信》新作。人生有一,天津人民出版社,¥24.40,465.
简·尼尔森,98453条评论,《3～6岁孩子的正面管教》,北京联合出版公司,¥21.00,466.
丹尼尔·笛福,20607条评论,鲁滨逊漂流记（精装版）（语文新课标课外阅读书目国家教育部推荐,江苏文艺出版社,¥23.80,467.
随园散人,63276条评论,李清照传：半生烟雨，半世落花,人民交通出版社,¥17.80,468.
阿加莎.克里斯蒂,107584条评论,东方快车谋杀案：阿加莎·克里斯蒂侦探作品集04（英格丽·褒曼凭,新星出版社,¥15.50,469.
理查德·道金斯,74186条评论,见识城邦·见识丛书25：自私的基因（40周年增订版） ,中信出版社,¥43.00,470.
YOYO出版社,33735条评论,原声触摸发声书：听，什么声音（套装全6册）,中国环境出版社,¥165.00,471.
北猫,42747条评论,姜小牙上学记（套装共4册）,四川少儿出版社,¥45.00,472.
莫琳·希凯,28334条评论,深度思考：不断逼近问题的本质,江苏凤凰文艺出版社,¥24.00,473.
英国DK公司,64163条评论,DK儿童百科全书系列超值礼品套装（精装全5册）（2018年全新修订版,中国大百科全书出版社,¥330.00,474.
尤瓦尔·赫拉利,644790条评论,今日简史：人类命运大议题（《人类简史》《未来简史》作者2018年,中信出版社,¥44.00,475.
肖卫,114368条评论,为你自己读书,中国华侨,¥13.40,476.
吴军,50462条评论,见识 吴军 首部认知升级类著作,中信出版社,¥33.70,477.
施耐庵,84176条评论,水浒传（上下册）（全两册）——中国古典文学读本丛书（九年级上,人民文学出版社,¥28.40,478.
村上春树,151298条评论,挪威的森林（精装，村上春树影响几代读者的畅销青春名作，特有的,上海译文出版社,¥30.70,479.
陈卫平,116743条评论,写给儿童的世界历史（全16册）,贵州教育出版社,¥206.40,480.
